11919,1762
11812,1204
12063,9965
64361,8897
10802,3032
43,5803
43,462
110,2921
111,2569
114,6393
108,2611
163,121
23,8894
4,3134
6,6131
34,3539
25,055
87,066
38,1589
71,714
55,5454
84,5305
99,0506
17,7054
49,4116
0,0269
3,2423
41,931
36,1336
103,8508
34,0892
44,977
103,8706
104,4717
42,4584
119,9006
7,247
37,4782
29,0859
90,8593
37,9922
41,4255
31,781
65,6578
111,8339
19,5866
52,5004
21,7821
11,2936
42,9765
48,9049
102,7409
37,0308
41,014
67,291
87,3987
43,0846
153,9373
13,5326
65,575
34,3123
152,4681
5,5734
52,2797
46,9477
37,688
50,8411
93,6968
25,5929
41,1305
35,4666
3,9239
39,2988
59,9147
138,9508
32,5357
45,6832
83,291
126,1808
76,7768
105,5408
71,5052
94,8048
34,8625
6,2797
165,4364
91,0181
66,4233
37,1084
44,3406
64,4385
21,8453
42,8892
68,5948
68,2838
54,155
34,371
35,7455
60,1467
0,006
35,5652
1,6684
48,0915
45,77
33,5713
65,1662
21,2093
39,6546
39,6449
65,8824
1,786
0,0023
28,9252
0,0073
0,0022
64,498
54,9265
41,2344
2,7977
0,0047
56,1989
36,2043
37,3158
61,5258
40,0395
37,1209
1,4662
47,9415
49,0769
24,0334
75,7842
18,1211
45,2697
40,4878
61,0598
1,8582
0,0025
31,8016
0,0052
0,0023
59,8389
42,2911
36,9422
2,6225
0,0022
54,7292
33,4741
35,7495
59,8634
38,028
38,044
1,4561
48,6418
48,6306
25,2355
81,8032
19,247
46,5444
39,8535
58,67
1,7566
0,0022
32,8823
0,0045
0,0024
62,4892
44,5243
42,0391
2,7701
24,9384
60,4962
35,0756
36,634
67,9096
37,6877
39,5472
1,4909
47,3252
48,3659
24,3046
79,6903
18,5177
46,6711
49,9211
60,938
1,8131
37,5922
30,0203
55,227
5,2474
63,152
42,7495
26,3217
2,5829
22,7592
53,2798
34,5912
35,9179
62,2678
38,5656
36,9701
1,4568
44,5397
45,3201
24,2455
73,1459
19,2657
46,4967
40,6383
58,917
1,76
36,6957
29,99
53,5243
4,9445
60,3464
41,3968
26,3994
2,5649
22,7248
46,9546
69,3034
18,606
4,2303
116,8589
66,9227
46,7303
26,389
30,807
29,0152
22,6691
24,2944
48,6947
46,6463
2,7157
23,5458
16,9937
55,6265
2,1045
23,3561
34,6218
16,4431
35,4624
74,7704
23,6276
27,8316
20,1396
2,4752
27,8948
31,9665
81,5988
22,0779
34,9712
50,6783
46,7095
31,893
74,4803
36,0786
64,9018
21,6117
127,0333
59,4716
35,8075
37,2346
64,3481
37,4622
40,735
1,4923
50,6205
49,2847
37,6637
97,7933
23,3114
46,4915
42,4707
60,4797
1,8162
38,9074
32,5884
57,5868
4,9884
63,5409
43,2571
27,3167
2,5826
23,0003
50,3574
67,371
18,402
4,2767
131,8813
68,111
50,0217
26,427
31,464
34,7952
21,5961
30,0047
49,6299
46,4547
2,9269
22,6828
17,1305
54,6607
2,1384
25,3186
35,4653
16,6265
34,9458
90,1343
34,7248
30,2609
22,7657
2,9128
29,7558
35,9646
85,7656
22,4954
34,7841
51,1623
46,6673
32,3545
79,1372
17,9418
1,858
61,9805
4,8887
6,9819
2,6748
1,1833
35,7597
6,9641
83,2274
7,7398
5,3309
32,7955
3,2599
6,2915
6,4637
45,1559
43,3139
8,7528
2,0455
0,0026
1,2266
31,9205
23,5428
2,9824
3,5255
11,5162
0,9754
5,1726
0,8944
3,5324
0,3617
30,1642
6,4548
11,7615
2,9462
51,1988
2,4902
0,0164
17,716
1,9034
18,6509
5,4703
8,5814
3,1799
1,5061
42,0178
7,2294
87,6806
8,7521
5,9944
35,5057
3,33
6,6305
6,4096
46,84
45,5575
8,8586
2,0945
31,1484
1,1954
20,371
31,2154
2,9467
3,9226
4,4947
0,8929
5,1035
0,9127
7,1352
0,338
27,1406
3,231
14,8006
2,9238
49,8118
2,2505
53,7695
16,8736
2,0244
18,0011
5,2782
7,3732
2,8848
1,2689
38,5064
7,059
88,1572
8,3829
6,0411
38,0636
3,1788
6,7841
7,156
48,9381
47,4314
9,0885
2,0239
31,9911
1,1983
20,4141
29,716
3,4123
3,3153
4,1951
0,9063
5,125
0,9597
6,3792
0,3465
27,1059
3,0666
14,0108
2,8296
49,5061
2,2444
52,9124
16,8912
2,2294
21,4172
5,2622
7,6601
2,9439
1,5113
40,053
7,1374
87,3559
7,7413
5,2667
33,5382
3,3656
6,2772
6,3783
49,1893
37,5775
16,9924
1,9902
20,4087
1,1831
24,1978
22,6375
2,9732
3,4849
8,7637
0,9209
4,7642
0,8547
3,1359
0,3747
29,2601
3,076
11,3065
2,8362
46,5206
2,3007
51,8807
17,5621
2,0369
22,0495
5,5774
7,3899
3,1093
1,2967
42,506
7,6034
87,3218
11,0436
7,5166
38,4216
4,5196
6,3034
6,4027
48,8233
36,8757
17,1955
2,0014
21,2221
1,9018
28,2272
22,5096
2,9306
3,651
8,6852
0,9035
4,9226
0,8812
3,1796
0,3722
30,4353
3,1539
11,8412
2,9759
48,4563
2,3726
53,8602
48,4179
44,0669
29,5265
55,0554
29,5581
36,287
63,4702
50,5276
6,2187
93,6491
28,7977
33,2235
54,9609
43,2877
31,2968
52,8691
27,6277
32,2939
59,1473
46,8829
5,9267
84,4879
27,405
30,8577
84,4856
34,9391
24,5235
57,065
41,0856
4,9137
33,4443
19,166
102,6154
2,4457
45,5399
22,7066
54,6906
53,3346
37,7496
88,6675
27,6181
48,9193
40,4916
40,8434
51,7642
75,1131
4,381
32,336
42,5905
14,301
70,4152
46,1307
51,3026
35,7259
69,4154
3,5184
98,4806
88,5036
36,0339
65,4654
70,3831
72,7675
56,619
38,9965
11,5321
81,1351
59,3079
86,2635
49,9178
87,2084
107,8934
82,4123
64,9036
108,9614
30,0771
42,4769
3,9217
127,6079
63,7832
63,6751
32,3283
33,937
67,6919
83,2334
16,3654
102,8012
61,5773
16,267
4,5905
76,5802
146,5343
81,991
105,6059
13,4882
50,3874
6,1667
65,0273
73,5151
52,3864
37,5339
34,9932
35,6138
30,2166
0,0039
1,95
144,6518
0,6288
79,7057
35,8773
41,1421
0,0094
163,7997
111,9579
137,884
14,2033
65,2445
6,6483
77,2698
96,336
60,5791
38,7237
36,9283
37,8525
31,4097
1,1537
2,8215
180,7473
0,6076
89,0272
37,1241
43,0792
82,1547
88,0374
70,4163
57,844
2,8537
76,185
60,7453
61,6947
41,5924
81,8035
70,2539
54,3337
59,4013
67,5206
34,6258
51,6002
3,6521
187,6596
115,3202
101,0682
119,7295
40,0287
108,8787
184,491
3,8876
81,8681
51,0531
93,1125
61,9314
1,1294
74,4571
75,2768
49,4509
95,7971
121,7853
82,071
2,7373
77,6683
39,6192
62,9053
44,6809
34,4317
53,4005
28,9037
34,3557
62,6808
51,7364
6,4649
97,7069
30,3844
34,1256
49,0397
42,2864
29,615
55,4137
27,8015
37,4973
64,0036
52,0335
6,5624
96,3512
28,86
33,8525
155,068
2,017
112,4362
1,4847
109,1818
67,4736
43,2008
55,5085
68,154
70,4855
96,1458
6,0022
33,3172
71,8535
53,2811
48,8415
57,8658
29,7487
26,6332
72,3878
80,4965
108,1198
1,2107
56,5987
35,5687
36,7911
64,3748
39,5433
39,2917
1,545
